clinic,date,type,wait_established,wait_new
JLP,9/17/2025,AUDIOLOGY,8.4,23.8
JLP,9/17/2025,CARDIOLOGY,11.6,45.5
JLP,9/17/2025,DERMATOLOGY,11.3,27.8
JLP,9/17/2025,GASTROENTEROLOGY,3.3,8.5
JLP,9/17/2025,MENTAL HEALTH GROUP,1.5,NA
JLP,9/17/2025,MENTAL HEALTH INDIVIDUAL,14.2,1.1
JLP,9/17/2025,NEUROLOGY,20,61.8
JLP,9/17/2025,ONCOLOGY,6.1,22.3
JLP,9/17/2025,OPHTHALMOLOGY,20.5,85.1
JLP,9/17/2025,OPTOMETRY,75.3,183.6
JLP,9/17/2025,ORTHOPEDICS,16.5,46.8
JLP,9/17/2025,PAIN MEDICINE,21.5,33.3
JLP,9/17/2025,PODIATRY,18.2,62
JLP,9/17/2025,PRIMARY CARE,12.5,14
JLP,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,4.7,16.5
JLP,9/17/2025,PULMONOLOGY,14.7,31.3
JLP,9/17/2025,SLEEP MEDICINE,89.2,348.8
JLP,9/17/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.9,6
JLP,9/17/2025,UROLOGY,11,42.1
TR,9/17/2025,AUDIOLOGY,4.3,10.7
TR,9/17/2025,CARDIOLOGY,12.7,18.3
TR,9/17/2025,DENTAL,17.6,35.4
TR,9/17/2025,DERMATOLOGY,5.3,34.9
TR,9/17/2025,ENDOCRINOLOGY,9.2,40.6
TR,9/17/2025,GASTROENTEROLOGY,20.1,66
TR,9/17/2025,MENTAL HEALTH GROUP,3,67.3
TR,9/17/2025,MENTAL HEALTH INDIVIDUAL,8.6,34.5
TR,9/17/2025,NEUROLOGY,19,83.9
TR,9/17/2025,OB/GYN,4.7,23.3
TR,9/17/2025,OCCUPATIONAL THERAPY,17.1,47.6
TR,9/17/2025,ONCOLOGY,9.8,27.7
TR,9/17/2025,OPHTHALMOLOGY,5.4,16.1
TR,9/17/2025,OPTOMETRY,3.7,39
TR,9/17/2025,ORTHOPEDICS,2.7,13.4
TR,9/17/2025,PAIN MEDICINE,12.1,38.8
TR,9/17/2025,PHYSICAL THERAPY,14.8,48.8
TR,9/17/2025,PODIATRY,4.7,22.7
TR,9/17/2025,PRIMARY CARE,7.6,36
TR,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.3,50.5
TR,9/17/2025,PTSD SPECIFIC GROUP PROGRAMS,5,NA
TR,9/17/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,15.5,33
TR,9/17/2025,PULMONOLOGY,15.7,25
TR,9/17/2025,SLEEP MEDICINE,29.5,104.1
TR,9/17/2025,SUBSTANCE USE DISORDER GROUP,0.6,NA
TR,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.7,27.4
TR,9/17/2025,UROLOGY,11.4,60.9
TR,9/17/2025,WOMEN'S HEALTH,2.6,28.4
JM,9/17/2025,AUDIOLOGY,25.8,43.3
JM,9/17/2025,CARDIOLOGY,10.3,35.6
JM,9/17/2025,DENTAL,13.1,87
JM,9/17/2025,DERMATOLOGY,10.6,46.4
JM,9/17/2025,ENDOCRINOLOGY,20.4,64.2
JM,9/17/2025,GASTROENTEROLOGY,13.4,44.9
JM,9/17/2025,MENTAL HEALTH GROUP,14.6,101
JM,9/17/2025,MENTAL HEALTH INDIVIDUAL,13.8,29
JM,9/17/2025,NEUROLOGY,18.9,124.8
JM,9/17/2025,OB/GYN,2.3,25.4
JM,9/17/2025,OCCUPATIONAL THERAPY,15.3,40.2
JM,9/17/2025,ONCOLOGY,1.3,19.4
JM,9/17/2025,OPHTHALMOLOGY,24.2,107.7
JM,9/17/2025,OPTOMETRY,17.1,90.1
JM,9/17/2025,ORTHOPEDICS,8.6,35.6
JM,9/17/2025,PAIN MEDICINE,31.6,93.4
JM,9/17/2025,PHYSICAL THERAPY,31.6,76.1
JM,9/17/2025,PODIATRY,31.9,135.8
JM,9/17/2025,PRIMARY CARE,5.6,15.8
JM,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.4,20
JM,9/17/2025,PTSD SPECIFIC GROUP PROGRAMS,7.6,NA
JM,9/17/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,12.9,NA
JM,9/17/2025,PULMONOLOGY,30.1,75.4
JM,9/17/2025,SLEEP MEDICINE,10,44.2
JM,9/17/2025,SUBSTANCE USE DISORDER GROUP,2.1,NA
JM,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.5,13.6
JM,9/17/2025,UROLOGY,15.1,51.8
SF,9/18/2025,AUDIOLOGY,5.1,24.8
SF,9/18/2025,CARDIOLOGY,15.7,27.1
SF,9/18/2025,DENTAL,10.2,69.9
SF,9/18/2025,DERMATOLOGY,9.2,41.2
SF,9/18/2025,ENDOCRINOLOGY,13.7,42.7
SF,9/18/2025,GASTROENTEROLOGY,9.1,30.4
SF,9/18/2025,MENTAL HEALTH GROUP,2.9,NA
SF,9/18/2025,MENTAL HEALTH INDIVIDUAL,6.6,46.7
SF,9/18/2025,NEUROLOGY,10.4,33.2
SF,9/18/2025,OB/GYN,17.7,27.7
SF,9/18/2025,OCCUPATIONAL THERAPY,6.3,12.6
SF,9/18/2025,ONCOLOGY,2.7,21.9
SF,9/18/2025,OPHTHALMOLOGY,11.8,58.5
SF,9/18/2025,OPTOMETRY,15.5,42.6
SF,9/18/2025,ORTHOPEDICS,19.4,35.4
SF,9/18/2025,PAIN MEDICINE,11,24.5
SF,9/18/2025,PHYSICAL THERAPY,10.4,45.4
SF,9/18/2025,PODIATRY,7.2,52.7
SF,9/18/2025,PRIMARY CARE,7.5,18.7
SF,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.9,6
SF,9/18/2025,PTSD SPECIFIC GROUP PROGRAMS,3.4,NA
SF,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,9.9,NA
SF,9/18/2025,PULMONOLOGY,34,36.7
SF,9/18/2025,SLEEP MEDICINE,27.6,36.7
SF,9/18/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
SF,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.1,43.3
SF,9/18/2025,UROLOGY,9.1,19.5
SF,9/18/2025,WOMEN'S HEALTH,2.4,9.1
WLA,9/18/2025,AUDIOLOGY,16.6,52.4
WLA,9/18/2025,CARDIOLOGY,15.1,18.3
WLA,9/18/2025,DENTAL,2.6,19
WLA,9/18/2025,DERMATOLOGY,13.8,40.8
WLA,9/18/2025,ENDOCRINOLOGY,16.4,40.1
WLA,9/18/2025,GASTROENTEROLOGY,19.1,56.7
WLA,9/18/2025,MENTAL HEALTH GROUP,9.7,51.3
WLA,9/18/2025,MENTAL HEALTH INDIVIDUAL,12.7,59
WLA,9/18/2025,NEUROLOGY,27,82.9
WLA,9/18/2025,OB/GYN,18.8,61
WLA,9/18/2025,OCCUPATIONAL THERAPY,18,24.5
WLA,9/18/2025,ONCOLOGY,7.8,28
WLA,9/18/2025,OPHTHALMOLOGY,11.9,37.8
WLA,9/18/2025,OPTOMETRY,29.9,50.9
WLA,9/18/2025,ORTHOPEDICS,4.7,61.4
WLA,9/18/2025,PAIN MEDICINE,14.4,54.9
WLA,9/18/2025,PHYSICAL THERAPY,12.9,37.4
WLA,9/18/2025,PODIATRY,5.5,37
WLA,9/18/2025,PRIMARY CARE,7,22.7
WLA,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.3,101.9
WLA,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,4.8,0
WLA,9/18/2025,PULMONOLOGY,17.2,34.1
WLA,9/18/2025,SLEEP MEDICINE,52.9,98.7
WLA,9/18/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
WLA,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,36.9,56.2
WLA,9/18/2025,UROLOGY,8.8,39.6
WLA,9/18/2025,WOMEN'S HEALTH,8.4,38.5
JLP,9/18/2025,AUDIOLOGY,8.2,24
JLP,9/18/2025,CARDIOLOGY,11.8,41.5
JLP,9/18/2025,DERMATOLOGY,11,28.4
JLP,9/18/2025,GASTROENTEROLOGY,3.3,8.5
JLP,9/18/2025,MENTAL HEALTH GROUP,1.4,NA
JLP,9/18/2025,MENTAL HEALTH INDIVIDUAL,14.1,1.1
JLP,9/18/2025,NEUROLOGY,20.2,60.5
JLP,9/18/2025,ONCOLOGY,6.1,20.3
JLP,9/18/2025,OPHTHALMOLOGY,20.3,84.1
JLP,9/18/2025,OPTOMETRY,73,186.2
JLP,9/18/2025,ORTHOPEDICS,16.8,46.8
JLP,9/18/2025,PAIN MEDICINE,21.7,33.1
JLP,9/18/2025,PODIATRY,18.2,60.9
JLP,9/18/2025,PRIMARY CARE,13.1,14
JLP,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,4,16.1
JLP,9/18/2025,PULMONOLOGY,14.6,31.4
JLP,9/18/2025,SLEEP MEDICINE,83.3,348.8
JLP,9/18/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.9,5.6
JLP,9/18/2025,UROLOGY,11.4,41.8
TR,9/18/2025,AUDIOLOGY,4.4,10.6
TR,9/18/2025,CARDIOLOGY,12.7,18.7
TR,9/18/2025,DENTAL,17.4,35.5
TR,9/18/2025,DERMATOLOGY,5.1,34.4
TR,9/18/2025,ENDOCRINOLOGY,9.2,41.5
TR,9/18/2025,GASTROENTEROLOGY,19.7,65.9
TR,9/18/2025,MENTAL HEALTH GROUP,3,90.9
TR,9/18/2025,MENTAL HEALTH INDIVIDUAL,8.7,34.2
TR,9/18/2025,NEUROLOGY,18.8,84.7
TR,9/18/2025,OB/GYN,4.4,26.3
TR,9/18/2025,OCCUPATIONAL THERAPY,16.9,47.2
TR,9/18/2025,ONCOLOGY,9.9,27.2
TR,9/18/2025,OPHTHALMOLOGY,5.4,16.2
TR,9/18/2025,OPTOMETRY,3.5,37.4
TR,9/18/2025,ORTHOPEDICS,2.9,13.8
TR,9/18/2025,PAIN MEDICINE,12,40
TR,9/18/2025,PHYSICAL THERAPY,14.4,48.8
TR,9/18/2025,PODIATRY,4.7,22.9
TR,9/18/2025,PRIMARY CARE,7.6,36
TR,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.3,49.8
TR,9/18/2025,PTSD SPECIFIC GROUP PROGRAMS,4.9,NA
TR,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,14.8,33
TR,9/18/2025,PULMONOLOGY,14.5,24.2
TR,9/18/2025,SLEEP MEDICINE,28.4,104
TR,9/18/2025,SUBSTANCE USE DISORDER GROUP,0.6,NA
TR,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.6,28.1
TR,9/18/2025,UROLOGY,11.5,61.2
TR,9/18/2025,WOMEN'S HEALTH,2.6,26.7
JM,9/18/2025,AUDIOLOGY,25.8,41.6
JM,9/18/2025,CARDIOLOGY,10.2,34.4
JM,9/18/2025,DENTAL,12.7,86.9
JM,9/18/2025,DERMATOLOGY,10.4,45.9
JM,9/18/2025,ENDOCRINOLOGY,19.7,67.2
JM,9/18/2025,GASTROENTEROLOGY,13.4,42.9
JM,9/18/2025,MENTAL HEALTH GROUP,14.7,68
JM,9/18/2025,MENTAL HEALTH INDIVIDUAL,13.6,29.8
JM,9/18/2025,NEUROLOGY,19,119.7
JM,9/18/2025,OB/GYN,2.3,25.3
JM,9/18/2025,OCCUPATIONAL THERAPY,15.2,41.4
JM,9/18/2025,ONCOLOGY,1.3,19.8
JM,9/18/2025,OPHTHALMOLOGY,23.4,102.2
JM,9/18/2025,OPTOMETRY,16.8,87.6
JM,9/18/2025,ORTHOPEDICS,8.2,34
JM,9/18/2025,PAIN MEDICINE,30.9,94.2
JM,9/18/2025,PHYSICAL THERAPY,30.7,75.5
JM,9/18/2025,PODIATRY,31.5,131.5
JM,9/18/2025,PRIMARY CARE,5.6,15.9
JM,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.6,19.3
JM,9/18/2025,PTSD SPECIFIC GROUP PROGRAMS,11.1,NA
JM,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,13.5,125
JM,9/18/2025,PULMONOLOGY,30.9,75.4
JM,9/18/2025,SLEEP MEDICINE,10.2,44.3
JM,9/18/2025,SUBSTANCE USE DISORDER GROUP,2.1,NA
JM,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.8,13.6
JM,9/18/2025,UROLOGY,15.4,51.4
SF,9/19/2025,AUDIOLOGY,4.7,24.3
SF,9/19/2025,CARDIOLOGY,15.2,29.4
SF,9/19/2025,DENTAL,9.9,69.7
SF,9/19/2025,DERMATOLOGY,9,40.8
SF,9/19/2025,ENDOCRINOLOGY,13.5,40.7
SF,9/19/2025,GASTROENTEROLOGY,8.8,32.6
SF,9/19/2025,MENTAL HEALTH GROUP,3.1,30
SF,9/19/2025,MENTAL HEALTH INDIVIDUAL,6.7,49.6
SF,9/19/2025,NEUROLOGY,10.3,33.9
SF,9/19/2025,OB/GYN,16.9,27.7
SF,9/19/2025,OCCUPATIONAL THERAPY,5.9,12.4
SF,9/19/2025,ONCOLOGY,2.4,21.6
SF,9/19/2025,OPHTHALMOLOGY,11.6,60.6
SF,9/19/2025,OPTOMETRY,15.4,41.5
SF,9/19/2025,ORTHOPEDICS,19.3,35.8
SF,9/19/2025,PAIN MEDICINE,12,24.7
SF,9/19/2025,PHYSICAL THERAPY,9.9,45.1
SF,9/19/2025,PODIATRY,7,54.1
SF,9/19/2025,PRIMARY CARE,7.8,18.6
SF,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.9,6.1
SF,9/19/2025,PTSD SPECIFIC GROUP PROGRAMS,3.4,NA
SF,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.3,NA
SF,9/19/2025,PULMONOLOGY,34.2,36.6
SF,9/19/2025,SLEEP MEDICINE,27,36.5
SF,9/19/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.1,43.1
SF,9/19/2025,UROLOGY,9.1,20.1
SF,9/19/2025,WOMEN'S HEALTH,2.3,9.2
WLA,9/19/2025,AUDIOLOGY,17,51.5
WLA,9/19/2025,CARDIOLOGY,15,17.4
WLA,9/19/2025,DENTAL,2.5,18.8
WLA,9/19/2025,DERMATOLOGY,13.8,40.7
WLA,9/19/2025,ENDOCRINOLOGY,16.2,41.6
WLA,9/19/2025,GASTROENTEROLOGY,19.5,57.8
WLA,9/19/2025,MENTAL HEALTH GROUP,9.1,46.8
WLA,9/19/2025,MENTAL HEALTH INDIVIDUAL,12.7,59.4
WLA,9/19/2025,NEUROLOGY,26.9,82.1
WLA,9/19/2025,OB/GYN,18.7,58.3
WLA,9/19/2025,OCCUPATIONAL THERAPY,17.5,21.1
WLA,9/19/2025,ONCOLOGY,8,23.8
WLA,9/19/2025,OPHTHALMOLOGY,11.4,39.5
WLA,9/19/2025,OPTOMETRY,30.8,52.2
WLA,9/19/2025,ORTHOPEDICS,5.1,63.9
WLA,9/19/2025,PAIN MEDICINE,13.8,54.6
WLA,9/19/2025,PHYSICAL THERAPY,13.1,37.3
WLA,9/19/2025,PODIATRY,5.5,36.6
WLA,9/19/2025,PRIMARY CARE,7.1,24.1
WLA,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.6,100.7
WLA,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,5,0
WLA,9/19/2025,PULMONOLOGY,16.9,38.3
WLA,9/19/2025,SLEEP MEDICINE,51.7,98.3
WLA,9/19/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
WLA,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,36.3,56.2
WLA,9/19/2025,UROLOGY,8.8,39
WLA,9/19/2025,WOMEN'S HEALTH,8.5,34.2
JLP,9/19/2025,AUDIOLOGY,8.4,23.9
JLP,9/19/2025,CARDIOLOGY,12.1,41.5
JLP,9/19/2025,DERMATOLOGY,10.7,26.2
JLP,9/19/2025,GASTROENTEROLOGY,2.5,8.5
JLP,9/19/2025,MENTAL HEALTH GROUP,1.4,NA
JLP,9/19/2025,MENTAL HEALTH INDIVIDUAL,14.4,1
JLP,9/19/2025,NEUROLOGY,19.3,60.5
JLP,9/19/2025,ONCOLOGY,6,20.3
JLP,9/19/2025,OPHTHALMOLOGY,20.4,82.8
JLP,9/19/2025,OPTOMETRY,69.9,180.3
JLP,9/19/2025,ORTHOPEDICS,16.2,47.1
JLP,9/19/2025,PAIN MEDICINE,21.2,36.1
JLP,9/19/2025,PODIATRY,17.9,61.4
JLP,9/19/2025,PRIMARY CARE,12.8,14
JLP,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,4.8,16.1
JLP,9/19/2025,PULMONOLOGY,15.3,31.1
JLP,9/19/2025,SLEEP MEDICINE,84.2,348.8
JLP,9/19/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.8,4.9
JLP,9/19/2025,UROLOGY,10.8,42.1
TR,9/19/2025,AUDIOLOGY,4.1,10.5
TR,9/19/2025,CARDIOLOGY,12.6,17.5
TR,9/19/2025,DENTAL,17.4,36
TR,9/19/2025,DERMATOLOGY,5.1,33.9
TR,9/19/2025,ENDOCRINOLOGY,9.1,39.3
TR,9/19/2025,GASTROENTEROLOGY,19.5,67.4
TR,9/19/2025,MENTAL HEALTH GROUP,3.2,90.9
TR,9/19/2025,MENTAL HEALTH INDIVIDUAL,8.7,33.4
TR,9/19/2025,NEUROLOGY,18.8,84
TR,9/19/2025,OB/GYN,4.3,25.1
TR,9/19/2025,OCCUPATIONAL THERAPY,15.7,48.7
TR,9/19/2025,ONCOLOGY,9.7,27.5
TR,9/19/2025,OPHTHALMOLOGY,5.3,20.8
TR,9/19/2025,OPTOMETRY,3.5,37.6
TR,9/19/2025,ORTHOPEDICS,2.8,13.9
TR,9/19/2025,PAIN MEDICINE,12.2,38.8
TR,9/19/2025,PHYSICAL THERAPY,14.4,49.5
TR,9/19/2025,PODIATRY,4.8,23.3
TR,9/19/2025,PRIMARY CARE,7.5,34.3
TR,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.9,50.7
TR,9/19/2025,PTSD SPECIFIC GROUP PROGRAMS,4.7,NA
TR,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,15,33
TR,9/19/2025,PULMONOLOGY,14.1,25.7
TR,9/19/2025,SLEEP MEDICINE,28.3,100.8
TR,9/19/2025,SUBSTANCE USE DISORDER GROUP,0.7,NA
TR,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.7,25.2
TR,9/19/2025,UROLOGY,11.7,60.7
TR,9/19/2025,WOMEN'S HEALTH,2.7,27
JM,9/19/2025,AUDIOLOGY,24.3,41.1
JM,9/19/2025,CARDIOLOGY,9.7,35.6
JM,9/19/2025,DENTAL,12.6,87.1
JM,9/19/2025,DERMATOLOGY,10.9,46.3
JM,9/19/2025,ENDOCRINOLOGY,19.7,60.1
JM,9/19/2025,GASTROENTEROLOGY,13.3,40.8
JM,9/19/2025,MENTAL HEALTH GROUP,14,68
JM,9/19/2025,MENTAL HEALTH INDIVIDUAL,15.1,29
JM,9/19/2025,NEUROLOGY,18.8,121.4
JM,9/19/2025,OB/GYN,2.2,26.9
JM,9/19/2025,OCCUPATIONAL THERAPY,14.6,41.4
JM,9/19/2025,ONCOLOGY,1.3,20
JM,9/19/2025,OPHTHALMOLOGY,23.6,104
JM,9/19/2025,OPTOMETRY,16.5,88.7
JM,9/19/2025,ORTHOPEDICS,8.3,33.9
JM,9/19/2025,PAIN MEDICINE,30.8,94
JM,9/19/2025,PHYSICAL THERAPY,31.8,76.5
JM,9/19/2025,PODIATRY,32.2,129.4
JM,9/19/2025,PRIMARY CARE,5.8,15.8
JM,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,8.6,18.9
JM,9/19/2025,PTSD SPECIFIC GROUP PROGRAMS,11.4,NA
JM,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,12.1,121
JM,9/19/2025,PULMONOLOGY,31.7,75.4
JM,9/19/2025,SLEEP MEDICINE,10.3,44.1
JM,9/19/2025,SUBSTANCE USE DISORDER GROUP,2.2,NA
JM,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,10.3,13.6
JM,9/19/2025,UROLOGY,14.9,53.4
SF,9/22/2025,AUDIOLOGY,4.5,23.1
SF,9/22/2025,CARDIOLOGY,14.3,28.8
SF,9/22/2025,DENTAL,10.6,74.5
SF,9/22/2025,DERMATOLOGY,8.4,39.4
SF,9/22/2025,ENDOCRINOLOGY,13.3,47.2
SF,9/22/2025,GASTROENTEROLOGY,6.8,32.2
SF,9/22/2025,MENTAL HEALTH GROUP,3.8,21.5
SF,9/22/2025,MENTAL HEALTH INDIVIDUAL,6.7,49.3
SF,9/22/2025,NEUROLOGY,10.2,32.1
SF,9/22/2025,OB/GYN,21.5,30.7
SF,9/22/2025,OCCUPATIONAL THERAPY,4.8,13.9
SF,9/22/2025,ONCOLOGY,2.3,25
SF,9/22/2025,OPHTHALMOLOGY,11.9,56.5
SF,9/22/2025,OPTOMETRY,15.2,38
SF,9/22/2025,ORTHOPEDICS,18.3,34.9
SF,9/22/2025,PAIN MEDICINE,11.8,24.4
SF,9/22/2025,PHYSICAL THERAPY,9.4,44.2
SF,9/22/2025,PODIATRY,7,50.7
SF,9/22/2025,PRIMARY CARE,8,19.4
SF,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,2,6.2
SF,9/22/2025,PTSD SPECIFIC GROUP PROGRAMS,2.7,NA
SF,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11,NA
SF,9/22/2025,PULMONOLOGY,37.7,40.1
SF,9/22/2025,SLEEP MEDICINE,30.3,38.4
SF,9/22/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.3,34.5
SF,9/22/2025,UROLOGY,8.9,22.3
SF,9/22/2025,WOMEN'S HEALTH,2.1,8.5
WLA,9/22/2025,AUDIOLOGY,19,45.1
WLA,9/22/2025,CARDIOLOGY,14.5,25.2
WLA,9/22/2025,DENTAL,2.4,17.9
WLA,9/22/2025,DERMATOLOGY,14.1,39.2
WLA,9/22/2025,ENDOCRINOLOGY,16,43
WLA,9/22/2025,GASTROENTEROLOGY,19,57.5
WLA,9/22/2025,MENTAL HEALTH GROUP,9.8,46.8
WLA,9/22/2025,MENTAL HEALTH INDIVIDUAL,12.5,63.4
WLA,9/22/2025,NEUROLOGY,26.2,82.7
WLA,9/22/2025,OB/GYN,21.5,57.8
WLA,9/22/2025,OCCUPATIONAL THERAPY,16.2,20.5
WLA,9/22/2025,ONCOLOGY,8,27.1
WLA,9/22/2025,OPHTHALMOLOGY,11.6,41.2
WLA,9/22/2025,OPTOMETRY,30.3,52.1
WLA,9/22/2025,ORTHOPEDICS,6.6,70.9
WLA,9/22/2025,PAIN MEDICINE,15.6,57.4
WLA,9/22/2025,PHYSICAL THERAPY,14.4,39.7
WLA,9/22/2025,PODIATRY,5.9,36.5
WLA,9/22/2025,PRIMARY CARE,7.3,24.8
WLA,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.6,99.9
WLA,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,5.1,0
WLA,9/22/2025,PULMONOLOGY,15.5,49.5
WLA,9/22/2025,SLEEP MEDICINE,50.7,92.9
WLA,9/22/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
WLA,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,35.8,63
WLA,9/22/2025,UROLOGY,9.2,43.8
WLA,9/22/2025,WOMEN'S HEALTH,9.7,34.8
JLP,9/22/2025,AUDIOLOGY,8.9,23.6
JLP,9/22/2025,CARDIOLOGY,11.9,40.4
JLP,9/22/2025,DERMATOLOGY,11.8,24.9
JLP,9/22/2025,GASTROENTEROLOGY,2.5,17
JLP,9/22/2025,MENTAL HEALTH GROUP,1.5,NA
JLP,9/22/2025,MENTAL HEALTH INDIVIDUAL,14.9,1.1
JLP,9/22/2025,NEUROLOGY,18.9,60.8
JLP,9/22/2025,ONCOLOGY,5.5,22.6
JLP,9/22/2025,OPHTHALMOLOGY,19.2,79.3
JLP,9/22/2025,OPTOMETRY,71.1,166.4
JLP,9/22/2025,ORTHOPEDICS,15.1,47.5
JLP,9/22/2025,PAIN MEDICINE,20.8,36.2
JLP,9/22/2025,PODIATRY,16.7,63.5
JLP,9/22/2025,PRIMARY CARE,13.4,14
JLP,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,5.1,21
JLP,9/22/2025,PULMONOLOGY,13.6,30.6
JLP,9/22/2025,SLEEP MEDICINE,70.2,384
JLP,9/22/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.8,6.5
JLP,9/22/2025,UROLOGY,10.1,44
TR,9/22/2025,AUDIOLOGY,4,11.2
TR,9/22/2025,CARDIOLOGY,12.9,15.3
TR,9/22/2025,DENTAL,18.1,37.5
TR,9/22/2025,DERMATOLOGY,4.9,35.4
TR,9/22/2025,ENDOCRINOLOGY,9.2,41.8
TR,9/22/2025,GASTROENTEROLOGY,19,67.6
TR,9/22/2025,MENTAL HEALTH GROUP,3.6,72.9
TR,9/22/2025,MENTAL HEALTH INDIVIDUAL,9.1,32.1
TR,9/22/2025,NEUROLOGY,17.2,84.5
TR,9/22/2025,OB/GYN,4.8,28.7
TR,9/22/2025,OCCUPATIONAL THERAPY,15.9,45.2
TR,9/22/2025,ONCOLOGY,9.5,27.8
TR,9/22/2025,OPHTHALMOLOGY,5.3,15.2
TR,9/22/2025,OPTOMETRY,3.5,41.6
TR,9/22/2025,ORTHOPEDICS,2.6,14.5
TR,9/22/2025,PAIN MEDICINE,11.7,36.5
TR,9/22/2025,PHYSICAL THERAPY,14.2,49.5
TR,9/22/2025,PODIATRY,5.9,23.4
TR,9/22/2025,PRIMARY CARE,7.3,33
TR,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,12.3,53.3
TR,9/22/2025,PTSD SPECIFIC GROUP PROGRAMS,4,NA
TR,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,14.9,28.3
TR,9/22/2025,PULMONOLOGY,14.9,27.5
TR,9/22/2025,SLEEP MEDICINE,29.4,95
TR,9/22/2025,SUBSTANCE USE DISORDER GROUP,0.7,10
TR,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.3,26.8
TR,9/22/2025,UROLOGY,11.2,58.3
TR,9/22/2025,WOMEN'S HEALTH,2.5,26.3
JM,9/22/2025,AUDIOLOGY,23.3,37.6
JM,9/22/2025,CARDIOLOGY,9.8,41
JM,9/22/2025,DENTAL,11.4,88.4
JM,9/22/2025,DERMATOLOGY,11.9,46.6
JM,9/22/2025,ENDOCRINOLOGY,20.3,61.1
JM,9/22/2025,GASTROENTEROLOGY,13.6,42.5
JM,9/22/2025,MENTAL HEALTH GROUP,14.2,68
JM,9/22/2025,MENTAL HEALTH INDIVIDUAL,14.4,30.3
JM,9/22/2025,NEUROLOGY,19.2,126.3
