clinic,date,type,wait_established,wait_new
ALM,9/17/2025,CARDIOLOGY,12.8,34.2
ALM,9/17/2025,DENTAL,8.9,44.8
ALM,9/17/2025,DERMATOLOGY,11.5,49.3
ALM,9/17/2025,ENDOCRINOLOGY,6.4,33.1
ALM,9/17/2025,GASTROENTEROLOGY,23.2,194.6
ALM,9/17/2025,MENTAL HEALTH GROUP,4.1,NA
ALM,9/17/2025,MENTAL HEALTH INDIVIDUAL,5.2,42.5
ALM,9/17/2025,NEUROLOGY,26.4,135.8
ALM,9/17/2025,OB/GYN,13.2,78.5
ALM,9/17/2025,OCCUPATIONAL THERAPY,23,50.9
ALM,9/17/2025,ONCOLOGY,3.9,65.5
ALM,9/17/2025,ORTHOPEDICS,7.7,31.2
ALM,9/17/2025,PAIN MEDICINE,23,50
ALM,9/17/2025,PHYSICAL THERAPY,37.3,64
ALM,9/17/2025,PRIMARY CARE,6.7,30.1
ALM,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6.7,20.5
ALM,9/17/2025,PULMONOLOGY,15,67.8
ALM,9/17/2025,SLEEP MEDICINE,5.9,45.9
ALM,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7,NA
ALM,9/17/2025,UROLOGY,13.7,57
ALM,9/17/2025,WOMEN'S HEALTH,3.8,19.5
MEDB,9/17/2025,AUDIOLOGY,5.1,70.4
MEDB,9/17/2025,CARDIOLOGY,7.7,31.3
MEDB,9/17/2025,DENTAL,3.1,60.2
MEDB,9/17/2025,DERMATOLOGY,2.2,34.2
MEDB,9/17/2025,ENDOCRINOLOGY,15.9,66.3
MEDB,9/17/2025,GASTROENTEROLOGY,36.3,71.9
MEDB,9/17/2025,MENTAL HEALTH GROUP,4.9,NA
MEDB,9/17/2025,MENTAL HEALTH INDIVIDUAL,10.4,41.5
MEDB,9/17/2025,NEUROLOGY,6.4,39
MEDB,9/17/2025,OB/GYN,6.6,70.2
MEDB,9/17/2025,OCCUPATIONAL THERAPY,6.9,28.3
MEDB,9/17/2025,ONCOLOGY,3.6,62
MEDB,9/17/2025,OPHTHALMOLOGY,1.1,14
MEDB,9/17/2025,OPTOMETRY,1.4,37.2
MEDB,9/17/2025,ORTHOPEDICS,2.6,15.9
MEDB,9/17/2025,PAIN MEDICINE,2.9,22.9
MEDB,9/17/2025,PHYSICAL THERAPY,8.9,40.7
MEDB,9/17/2025,PODIATRY,2.3,29.9
MEDB,9/17/2025,PRIMARY CARE,3,27.3
MEDB,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10,35.4
MEDB,9/17/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/17/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,19.6,NA
MEDB,9/17/2025,PULMONOLOGY,18.1,39.1
MEDB,9/17/2025,SLEEP MEDICINE,45,117.6
MEDB,9/17/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,1.6,39
MEDB,9/17/2025,UROLOGY,5.6,78
MEDB,9/17/2025,WOMEN'S HEALTH,4.7,23.3
TEC,9/17/2025,AUDIOLOGY,3.3,23.2
TEC,9/17/2025,CARDIOLOGY,3.3,17.3
TEC,9/17/2025,DENTAL,1.8,30.7
TEC,9/17/2025,DERMATOLOGY,11.6,80.9
TEC,9/17/2025,ENDOCRINOLOGY,9.1,54.3
TEC,9/17/2025,GASTROENTEROLOGY,2.2,26
TEC,9/17/2025,MENTAL HEALTH GROUP,0,1
TEC,9/17/2025,MENTAL HEALTH INDIVIDUAL,7.5,0
TEC,9/17/2025,OB/GYN,2.4,NA
TEC,9/17/2025,OCCUPATIONAL THERAPY,13.2,31.8
TEC,9/17/2025,ONCOLOGY,1.7,28.7
TEC,9/17/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/17/2025,OPTOMETRY,4.2,37.9
TEC,9/17/2025,ORTHOPEDICS,1.3,20.5
TEC,9/17/2025,PAIN MEDICINE,12,57.4
TEC,9/17/2025,PHYSICAL THERAPY,3.2,24.7
TEC,9/17/2025,PODIATRY,2.1,24.9
TEC,9/17/2025,PRIMARY CARE,1.6,13.9
TEC,9/17/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,0.9,0.5
TEC,9/17/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,5.5,NA
TEC,9/17/2025,PULMONOLOGY,4.8,76.9
TEC,9/17/2025,SLEEP MEDICINE,6.9,21.2
TEC,9/17/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/17/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.4,NA
TEC,9/17/2025,UROLOGY,1.9,27.8
TEC,9/17/2025,WOMEN'S HEALTH,1.2,12.4
DAL,9/18/2025,AUDIOLOGY,0.5,9.5
DAL,9/18/2025,CARDIOLOGY,11.3,29.1
DAL,9/18/2025,DENTAL,11.8,36.3
DAL,9/18/2025,ENDOCRINOLOGY,12.2,57.6
DAL,9/18/2025,GASTROENTEROLOGY,11.9,32.5
DAL,9/18/2025,MENTAL HEALTH GROUP,0.8,6
DAL,9/18/2025,MENTAL HEALTH INDIVIDUAL,5.4,21.2
DAL,9/18/2025,NEUROLOGY,30.9,139.6
DAL,9/18/2025,OB/GYN,18.5,57.9
DAL,9/18/2025,OCCUPATIONAL THERAPY,9,21.6
DAL,9/18/2025,ONCOLOGY,3.1,24.3
DAL,9/18/2025,OPHTHALMOLOGY,8.8,41.9
DAL,9/18/2025,OPTOMETRY,25.7,98.1
DAL,9/18/2025,ORTHOPEDICS,12.3,30.3
DAL,9/18/2025,PAIN MEDICINE,8.1,41.3
DAL,9/18/2025,PHYSICAL THERAPY,23.2,42.7
DAL,9/18/2025,PODIATRY,21.8,45.6
DAL,9/18/2025,PRIMARY CARE,5.6,25
DAL,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,8.4,24.5
DAL,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,9.6,NA
DAL,9/18/2025,PULMONOLOGY,11.4,37.2
DAL,9/18/2025,SLEEP MEDICINE,8.5,38.8
DAL,9/18/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,3.3,NA
DAL,9/18/2025,UROLOGY,15.4,64.1
OET,9/18/2025,AUDIOLOGY,23.7,86
OET,9/18/2025,CARDIOLOGY,17.3,64.8
OET,9/18/2025,DENTAL,29.4,101.5
OET,9/18/2025,DERMATOLOGY,24.2,52.6
OET,9/18/2025,ENDOCRINOLOGY,5.3,12.4
OET,9/18/2025,GASTROENTEROLOGY,31.5,117
OET,9/18/2025,MENTAL HEALTH GROUP,2.6,13
OET,9/18/2025,MENTAL HEALTH INDIVIDUAL,27.6,28.4
OET,9/18/2025,NEUROLOGY,12.5,87.3
OET,9/18/2025,OB/GYN,9.7,80.6
OET,9/18/2025,OCCUPATIONAL THERAPY,35.8,36.8
OET,9/18/2025,ONCOLOGY,2.2,64.6
OET,9/18/2025,OPHTHALMOLOGY,12.5,59.8
OET,9/18/2025,OPTOMETRY,22.1,85.7
OET,9/18/2025,ORTHOPEDICS,9,34.1
OET,9/18/2025,PAIN MEDICINE,23.7,42.6
OET,9/18/2025,PHYSICAL THERAPY,12.7,36.8
OET,9/18/2025,PODIATRY,19.2,89.5
OET,9/18/2025,PRIMARY CARE,12,56.6
OET,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.3,24.4
OET,9/18/2025,PTSD SPECIFIC GROUP PROGRAMS,0.4,NA
OET,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.9,NA
OET,9/18/2025,PULMONOLOGY,36.5,111.8
OET,9/18/2025,SLEEP MEDICINE,7.5,147
OET,9/18/2025,SUBSTANCE USE DISORDER GROUP,2.8,NA
OET,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7.5,26.3
OET,9/18/2025,UROLOGY,9.7,129.3
OET,9/18/2025,WOMEN'S HEALTH,16.5,65.1
ALM,9/18/2025,AUDIOLOGY,13.9,91.7
ALM,9/18/2025,CARDIOLOGY,12.9,31.4
ALM,9/18/2025,DENTAL,8.7,43.4
ALM,9/18/2025,DERMATOLOGY,11.6,49.9
ALM,9/18/2025,ENDOCRINOLOGY,6.3,31.1
ALM,9/18/2025,GASTROENTEROLOGY,23.5,189.7
ALM,9/18/2025,MENTAL HEALTH GROUP,3.2,NA
ALM,9/18/2025,MENTAL HEALTH INDIVIDUAL,5.5,41
ALM,9/18/2025,NEUROLOGY,26.4,135.7
ALM,9/18/2025,OB/GYN,12.7,81.3
ALM,9/18/2025,OCCUPATIONAL THERAPY,22.6,51
ALM,9/18/2025,ONCOLOGY,4,64.8
ALM,9/18/2025,ORTHOPEDICS,7.8,31.3
ALM,9/18/2025,PAIN MEDICINE,23,50.5
ALM,9/18/2025,PHYSICAL THERAPY,37.2,64.3
ALM,9/18/2025,PRIMARY CARE,6.8,30.6
ALM,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6.3,19.7
ALM,9/18/2025,PULMONOLOGY,15.2,70.7
ALM,9/18/2025,SLEEP MEDICINE,6.1,46.7
ALM,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,6.9,NA
ALM,9/18/2025,UROLOGY,13.7,57.8
ALM,9/18/2025,WOMEN'S HEALTH,3.4,18.4
MEDB,9/18/2025,AUDIOLOGY,5.2,71.7
MEDB,9/18/2025,CARDIOLOGY,8.9,32
MEDB,9/18/2025,DENTAL,3.1,60.7
MEDB,9/18/2025,DERMATOLOGY,2.2,33.4
MEDB,9/18/2025,ENDOCRINOLOGY,16,65.7
MEDB,9/18/2025,GASTROENTEROLOGY,35.1,67.3
MEDB,9/18/2025,MENTAL HEALTH GROUP,4.9,NA
MEDB,9/18/2025,MENTAL HEALTH INDIVIDUAL,10.5,41.3
MEDB,9/18/2025,NEUROLOGY,7.7,38.4
MEDB,9/18/2025,OB/GYN,6.6,72.4
MEDB,9/18/2025,OCCUPATIONAL THERAPY,7,29.9
MEDB,9/18/2025,ONCOLOGY,4.1,65
MEDB,9/18/2025,OPHTHALMOLOGY,1.2,14
MEDB,9/18/2025,OPTOMETRY,1.4,38.3
MEDB,9/18/2025,ORTHOPEDICS,2.5,16.1
MEDB,9/18/2025,PAIN MEDICINE,3,21.2
MEDB,9/18/2025,PHYSICAL THERAPY,8.7,42.9
MEDB,9/18/2025,PODIATRY,2.3,30.3
MEDB,9/18/2025,PRIMARY CARE,3,27.9
MEDB,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10.1,34.5
MEDB,9/18/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,19.6,NA
MEDB,9/18/2025,PULMONOLOGY,17.9,37.9
MEDB,9/18/2025,SLEEP MEDICINE,44,116.6
MEDB,9/18/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2,39
MEDB,9/18/2025,UROLOGY,5.8,77.9
MEDB,9/18/2025,WOMEN'S HEALTH,4.4,22.9
TEC,9/18/2025,AUDIOLOGY,3.1,22.9
TEC,9/18/2025,CARDIOLOGY,3.3,14.5
TEC,9/18/2025,DENTAL,1.9,30.7
TEC,9/18/2025,DERMATOLOGY,11.3,80.8
TEC,9/18/2025,ENDOCRINOLOGY,8.9,54.4
TEC,9/18/2025,GASTROENTEROLOGY,2.2,25.2
TEC,9/18/2025,MENTAL HEALTH GROUP,0,1
TEC,9/18/2025,MENTAL HEALTH INDIVIDUAL,7.5,0
TEC,9/18/2025,OB/GYN,2.5,17
TEC,9/18/2025,OCCUPATIONAL THERAPY,13.8,31
TEC,9/18/2025,ONCOLOGY,1.7,27.6
TEC,9/18/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/18/2025,OPTOMETRY,4.1,36.4
TEC,9/18/2025,ORTHOPEDICS,1.4,21.1
TEC,9/18/2025,PAIN MEDICINE,12,57.9
TEC,9/18/2025,PHYSICAL THERAPY,3.4,24.8
TEC,9/18/2025,PODIATRY,2.4,24.8
TEC,9/18/2025,PRIMARY CARE,1.6,12.4
TEC,9/18/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,0.9,0.6
TEC,9/18/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,4.4,NA
TEC,9/18/2025,PULMONOLOGY,14.5,76.9
TEC,9/18/2025,SLEEP MEDICINE,6.7,22.3
TEC,9/18/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/18/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.4,NA
TEC,9/18/2025,UROLOGY,2,27.8
TEC,9/18/2025,WOMEN'S HEALTH,1.1,6.5
DAL,9/19/2025,AUDIOLOGY,0.6,9.4
DAL,9/19/2025,CARDIOLOGY,11.6,28.5
DAL,9/19/2025,DENTAL,11.7,35.3
DAL,9/19/2025,ENDOCRINOLOGY,12.7,61.4
DAL,9/19/2025,GASTROENTEROLOGY,11.6,32.4
DAL,9/19/2025,MENTAL HEALTH GROUP,0.7,6
DAL,9/19/2025,MENTAL HEALTH INDIVIDUAL,5.3,21.1
DAL,9/19/2025,NEUROLOGY,31.1,136.4
DAL,9/19/2025,OB/GYN,16.6,56.9
DAL,9/19/2025,OCCUPATIONAL THERAPY,9.2,20.5
DAL,9/19/2025,ONCOLOGY,3.1,25.5
DAL,9/19/2025,OPHTHALMOLOGY,8.8,38.9
DAL,9/19/2025,OPTOMETRY,25.5,97.5
DAL,9/19/2025,ORTHOPEDICS,11.7,30.1
DAL,9/19/2025,PAIN MEDICINE,7.5,41.9
DAL,9/19/2025,PHYSICAL THERAPY,23.8,42.1
DAL,9/19/2025,PODIATRY,21.6,45.7
DAL,9/19/2025,PRIMARY CARE,5.4,25
DAL,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,8.2,23.8
DAL,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,9.9,NA
DAL,9/19/2025,PULMONOLOGY,12.3,35.7
DAL,9/19/2025,SLEEP MEDICINE,7.7,38.9
DAL,9/19/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,3,63
DAL,9/19/2025,UROLOGY,15.4,64.6
OET,9/19/2025,AUDIOLOGY,24.3,86.7
OET,9/19/2025,CARDIOLOGY,17.5,65
OET,9/19/2025,DENTAL,29.4,100.5
OET,9/19/2025,DERMATOLOGY,24.1,67.7
OET,9/19/2025,ENDOCRINOLOGY,5.4,11.8
OET,9/19/2025,GASTROENTEROLOGY,31.7,117.6
OET,9/19/2025,MENTAL HEALTH GROUP,2.3,11.7
OET,9/19/2025,MENTAL HEALTH INDIVIDUAL,27.8,28
OET,9/19/2025,NEUROLOGY,12.5,88.2
OET,9/19/2025,OB/GYN,10.2,79.8
OET,9/19/2025,OCCUPATIONAL THERAPY,36.2,38.7
OET,9/19/2025,ONCOLOGY,2.1,63.7
OET,9/19/2025,OPHTHALMOLOGY,13.2,59.5
OET,9/19/2025,OPTOMETRY,20.8,86.6
OET,9/19/2025,ORTHOPEDICS,8.4,34.6
OET,9/19/2025,PAIN MEDICINE,24,44.7
OET,9/19/2025,PHYSICAL THERAPY,12.5,38.2
OET,9/19/2025,PODIATRY,19.3,85.6
OET,9/19/2025,PRIMARY CARE,12.4,56.7
OET,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.8,27.1
OET,9/19/2025,PTSD SPECIFIC GROUP PROGRAMS,0.4,NA
OET,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.8,NA
OET,9/19/2025,PULMONOLOGY,35.5,111.3
OET,9/19/2025,SLEEP MEDICINE,7.3,140.5
OET,9/19/2025,SUBSTANCE USE DISORDER GROUP,2.7,NA
OET,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7.7,26.3
OET,9/19/2025,UROLOGY,10.8,121.7
OET,9/19/2025,WOMEN'S HEALTH,16.9,64.7
ALM,9/19/2025,AUDIOLOGY,14.1,91.1
ALM,9/19/2025,CARDIOLOGY,12.6,31.7
ALM,9/19/2025,DENTAL,9.1,42.3
ALM,9/19/2025,DERMATOLOGY,11.6,49.3
ALM,9/19/2025,ENDOCRINOLOGY,6.1,31.6
ALM,9/19/2025,GASTROENTEROLOGY,25.9,182.5
ALM,9/19/2025,MENTAL HEALTH GROUP,3.2,NA
ALM,9/19/2025,MENTAL HEALTH INDIVIDUAL,5.4,40.9
ALM,9/19/2025,NEUROLOGY,26.7,136.4
ALM,9/19/2025,OB/GYN,12.7,80.2
ALM,9/19/2025,OCCUPATIONAL THERAPY,22.4,50.7
ALM,9/19/2025,ONCOLOGY,3.9,63
ALM,9/19/2025,ORTHOPEDICS,8.2,31.5
ALM,9/19/2025,PAIN MEDICINE,23,48.9
ALM,9/19/2025,PHYSICAL THERAPY,37.3,64.2
ALM,9/19/2025,PRIMARY CARE,6.6,30.6
ALM,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6.2,19.4
ALM,9/19/2025,PULMONOLOGY,15.9,70.7
ALM,9/19/2025,SLEEP MEDICINE,6,47.1
ALM,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7.3,NA
ALM,9/19/2025,UROLOGY,13.7,58.8
ALM,9/19/2025,WOMEN'S HEALTH,2.9,15.7
MEDB,9/19/2025,AUDIOLOGY,5.2,69.8
MEDB,9/19/2025,CARDIOLOGY,8.8,32.2
MEDB,9/19/2025,DENTAL,3.1,60.2
MEDB,9/19/2025,DERMATOLOGY,2.7,32.7
MEDB,9/19/2025,ENDOCRINOLOGY,16,64.6
MEDB,9/19/2025,GASTROENTEROLOGY,35,63.6
MEDB,9/19/2025,MENTAL HEALTH GROUP,4.7,NA
MEDB,9/19/2025,MENTAL HEALTH INDIVIDUAL,10.3,41.6
MEDB,9/19/2025,NEUROLOGY,7.4,36.6
MEDB,9/19/2025,OB/GYN,6.4,72.6
MEDB,9/19/2025,OCCUPATIONAL THERAPY,7.4,30
MEDB,9/19/2025,ONCOLOGY,4,64.6
MEDB,9/19/2025,OPHTHALMOLOGY,1.2,13.4
MEDB,9/19/2025,OPTOMETRY,1.4,38.1
MEDB,9/19/2025,ORTHOPEDICS,2.6,16
MEDB,9/19/2025,PAIN MEDICINE,2.9,20.9
MEDB,9/19/2025,PHYSICAL THERAPY,8.9,43
MEDB,9/19/2025,PODIATRY,2.4,30.2
MEDB,9/19/2025,PRIMARY CARE,2.9,27.8
MEDB,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10,34.9
MEDB,9/19/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,19.3,NA
MEDB,9/19/2025,PULMONOLOGY,17.2,38
MEDB,9/19/2025,SLEEP MEDICINE,43.6,119
MEDB,9/19/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,1.7,39
MEDB,9/19/2025,UROLOGY,6.1,80.8
MEDB,9/19/2025,WOMEN'S HEALTH,4.5,22.7
TEC,9/19/2025,AUDIOLOGY,3,23.4
TEC,9/19/2025,CARDIOLOGY,3.2,16.6
TEC,9/19/2025,DENTAL,2,30.8
TEC,9/19/2025,DERMATOLOGY,11.2,83.1
TEC,9/19/2025,ENDOCRINOLOGY,9,54.4
TEC,9/19/2025,GASTROENTEROLOGY,2.1,25.2
TEC,9/19/2025,MENTAL HEALTH GROUP,0,1
TEC,9/19/2025,MENTAL HEALTH INDIVIDUAL,8.3,0
TEC,9/19/2025,OB/GYN,2.7,17.3
TEC,9/19/2025,OCCUPATIONAL THERAPY,14.8,33.4
TEC,9/19/2025,ONCOLOGY,1.6,27.6
TEC,9/19/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/19/2025,OPTOMETRY,4,36.2
TEC,9/19/2025,ORTHOPEDICS,1.4,20.9
TEC,9/19/2025,PAIN MEDICINE,11.4,56.3
TEC,9/19/2025,PHYSICAL THERAPY,3.3,24.2
TEC,9/19/2025,PODIATRY,2.4,28.3
TEC,9/19/2025,PRIMARY CARE,1.6,13.2
TEC,9/19/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1,0.5
TEC,9/19/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,4.8,NA
TEC,9/19/2025,PULMONOLOGY,14.9,76.3
TEC,9/19/2025,SLEEP MEDICINE,6.5,22
TEC,9/19/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/19/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.2,NA
TEC,9/19/2025,UROLOGY,2,27.5
TEC,9/19/2025,WOMEN'S HEALTH,1.1,6.5
DAL,9/22/2025,AUDIOLOGY,0.6,10
DAL,9/22/2025,CARDIOLOGY,11.3,28.9
DAL,9/22/2025,DENTAL,11.2,34.2
DAL,9/22/2025,ENDOCRINOLOGY,13,61.4
DAL,9/22/2025,GASTROENTEROLOGY,11.9,33.1
DAL,9/22/2025,MENTAL HEALTH GROUP,0.7,6
DAL,9/22/2025,MENTAL HEALTH INDIVIDUAL,5.5,19.7
DAL,9/22/2025,NEUROLOGY,31.6,145.7
DAL,9/22/2025,OB/GYN,13.6,55.8
DAL,9/22/2025,OCCUPATIONAL THERAPY,9.3,21.7
DAL,9/22/2025,ONCOLOGY,3,26.6
DAL,9/22/2025,OPHTHALMOLOGY,9,41.3
DAL,9/22/2025,OPTOMETRY,25.2,94.7
DAL,9/22/2025,ORTHOPEDICS,12.1,30.5
DAL,9/22/2025,PAIN MEDICINE,7.1,38.4
DAL,9/22/2025,PHYSICAL THERAPY,23.1,44.2
DAL,9/22/2025,PODIATRY,21.5,47.6
DAL,9/22/2025,PRIMARY CARE,5.3,25.8
DAL,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.4,23.7
DAL,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.1,NA
DAL,9/22/2025,PULMONOLOGY,10.3,29.6
DAL,9/22/2025,SLEEP MEDICINE,8.2,38.6
DAL,9/22/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,3.7,63
DAL,9/22/2025,UROLOGY,15.5,64.3
OET,9/22/2025,AUDIOLOGY,25.8,89.4
OET,9/22/2025,CARDIOLOGY,16.8,63.5
OET,9/22/2025,DENTAL,30.3,103
OET,9/22/2025,DERMATOLOGY,25.7,61.7
OET,9/22/2025,ENDOCRINOLOGY,4.9,13.4
OET,9/22/2025,GASTROENTEROLOGY,30.9,117
OET,9/22/2025,MENTAL HEALTH GROUP,1.6,11.7
OET,9/22/2025,MENTAL HEALTH INDIVIDUAL,26.9,26.3
OET,9/22/2025,NEUROLOGY,12.5,88.1
OET,9/22/2025,OB/GYN,12,76.9
OET,9/22/2025,OCCUPATIONAL THERAPY,39.4,41
OET,9/22/2025,ONCOLOGY,2.1,61.5
OET,9/22/2025,OPHTHALMOLOGY,13.9,60.1
OET,9/22/2025,OPTOMETRY,20.1,87.6
OET,9/22/2025,ORTHOPEDICS,8.8,34.8
OET,9/22/2025,PAIN MEDICINE,24.7,43.7
OET,9/22/2025,PHYSICAL THERAPY,12.7,40.5
OET,9/22/2025,PODIATRY,20.7,79.1
OET,9/22/2025,PRIMARY CARE,12.6,57.6
OET,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.8,25.6
OET,9/22/2025,PTSD SPECIFIC GROUP PROGRAMS,0.3,NA
OET,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.6,NA
OET,9/22/2025,PULMONOLOGY,36,115.5
OET,9/22/2025,SLEEP MEDICINE,7.9,141.2
OET,9/22/2025,SUBSTANCE USE DISORDER GROUP,3.2,NA
OET,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,6.7,38.7
OET,9/22/2025,UROLOGY,9.6,123.4
OET,9/22/2025,WOMEN'S HEALTH,17.1,61.4
ALM,9/22/2025,AUDIOLOGY,17.2,97.2
ALM,9/22/2025,CARDIOLOGY,11.6,32.7
ALM,9/22/2025,DENTAL,10.2,45.3
ALM,9/22/2025,DERMATOLOGY,13,54.5
ALM,9/22/2025,ENDOCRINOLOGY,5.6,35.2
ALM,9/22/2025,GASTROENTEROLOGY,25.8,179.3
ALM,9/22/2025,MENTAL HEALTH GROUP,3.9,NA
ALM,9/22/2025,MENTAL HEALTH INDIVIDUAL,5.9,40.8
ALM,9/22/2025,NEUROLOGY,25.9,136.2
ALM,9/22/2025,OB/GYN,11.4,75.9
ALM,9/22/2025,OCCUPATIONAL THERAPY,20.8,51.9
ALM,9/22/2025,ONCOLOGY,3.9,58.3
ALM,9/22/2025,ORTHOPEDICS,8.7,31.9
ALM,9/22/2025,PAIN MEDICINE,23.6,48.1
ALM,9/22/2025,PHYSICAL THERAPY,36.8,65.2
ALM,9/22/2025,PRIMARY CARE,7.1,32.7
ALM,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6.8,20.5
ALM,9/22/2025,PULMONOLOGY,16.9,62.2
ALM,9/22/2025,SLEEP MEDICINE,6.5,50.7
ALM,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.5,NA
ALM,9/22/2025,UROLOGY,14.3,58.1
ALM,9/22/2025,WOMEN'S HEALTH,3.2,16.1
MEDB,9/22/2025,AUDIOLOGY,5,70.4
MEDB,9/22/2025,CARDIOLOGY,8.5,30.7
MEDB,9/22/2025,DENTAL,3.3,60.2
MEDB,9/22/2025,DERMATOLOGY,2.3,32
MEDB,9/22/2025,ENDOCRINOLOGY,16.2,68.5
MEDB,9/22/2025,GASTROENTEROLOGY,34.4,64.4
MEDB,9/22/2025,MENTAL HEALTH GROUP,4.8,NA
MEDB,9/22/2025,MENTAL HEALTH INDIVIDUAL,10.4,41.3
MEDB,9/22/2025,NEUROLOGY,7.3,36.6
MEDB,9/22/2025,OB/GYN,6.1,70
MEDB,9/22/2025,OCCUPATIONAL THERAPY,8.2,33.7
MEDB,9/22/2025,ONCOLOGY,4,65.8
MEDB,9/22/2025,OPHTHALMOLOGY,1.3,12.6
MEDB,9/22/2025,OPTOMETRY,1.5,38.5
MEDB,9/22/2025,ORTHOPEDICS,2.5,15.4
MEDB,9/22/2025,PAIN MEDICINE,2.7,22.6
MEDB,9/22/2025,PHYSICAL THERAPY,9,44.6
MEDB,9/22/2025,PODIATRY,2.4,29.2
MEDB,9/22/2025,PRIMARY CARE,2.8,29
MEDB,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10.2,36.9
MEDB,9/22/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,18,NA
MEDB,9/22/2025,PULMONOLOGY,16.2,36.6
MEDB,9/22/2025,SLEEP MEDICINE,46.6,116
MEDB,9/22/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,1.8,28.5
MEDB,9/22/2025,UROLOGY,5.5,79.4
MEDB,9/22/2025,WOMEN'S HEALTH,4.2,23
TEC,9/22/2025,AUDIOLOGY,3,22.8
TEC,9/22/2025,CARDIOLOGY,3.8,16.9
TEC,9/22/2025,DENTAL,2,34.3
TEC,9/22/2025,DERMATOLOGY,10,85.9
